,0
7760,"(53063, 53015, 53029, 53047, 53039)"
7761,"(53063, 53015, 53029, 53047, 53003)"
7762,"(53063, 53015, 53029, 53047, 53055)"
7763,"(53063, 53015, 53029, 53047, 53001)"
7764,"(53063, 53015, 53029, 53047, 53051)"
7765,"(53063, 53015, 53029, 53047, 53059)"
7766,"(53063, 53015, 53029, 53047, 53043)"
7767,"(53063, 53015, 53029, 53047, 53019)"
7768,"(53063, 53015, 53029, 53047, 53069)"
7769,"(53063, 53015, 53029, 53047, 53013)"
7770,"(53063, 53015, 53029, 53047, 53023)"
7771,"(53063, 53015, 53029, 53017, 53039)"
7772,"(53063, 53015, 53029, 53017, 53003)"
7773,"(53063, 53015, 53029, 53017, 53055)"
7774,"(53063, 53015, 53029, 53017, 53001)"
7775,"(53063, 53015, 53029, 53017, 53051)"
7776,"(53063, 53015, 53029, 53017, 53059)"
7777,"(53063, 53015, 53029, 53017, 53043)"
7778,"(53063, 53015, 53029, 53017, 53019)"
7779,"(53063, 53015, 53029, 53017, 53069)"
7780,"(53063, 53015, 53029, 53017, 53013)"
7781,"(53063, 53015, 53029, 53017, 53023)"
7782,"(53063, 53015, 53029, 53031, 53049)"
7783,"(53063, 53015, 53029, 53031, 53039)"
7784,"(53063, 53015, 53029, 53031, 53003)"
7785,"(53063, 53015, 53029, 53031, 53055)"
7786,"(53063, 53015, 53029, 53031, 53001)"
7787,"(53063, 53015, 53029, 53031, 53051)"
7788,"(53063, 53015, 53029, 53031, 53059)"
7789,"(53063, 53015, 53029, 53031, 53043)"
7790,"(53063, 53015, 53029, 53031, 53019)"
7791,"(53063, 53015, 53029, 53031, 53069)"
7792,"(53063, 53015, 53029, 53031, 53013)"
7793,"(53063, 53015, 53029, 53031, 53023)"
7794,"(53063, 53015, 53029, 53049, 53039)"
7795,"(53063, 53015, 53029, 53049, 53003)"
7796,"(53063, 53015, 53029, 53049, 53055)"
7797,"(53063, 53015, 53029, 53049, 53001)"
7798,"(53063, 53015, 53029, 53049, 53051)"
7799,"(53063, 53015, 53029, 53049, 53059)"
7800,"(53063, 53015, 53029, 53049, 53043)"
7801,"(53063, 53015, 53029, 53049, 53019)"
7802,"(53063, 53015, 53029, 53049, 53069)"
7803,"(53063, 53015, 53029, 53049, 53013)"
7804,"(53063, 53015, 53029, 53049, 53023)"
7805,"(53063, 53015, 53029, 53039, 53003)"
7806,"(53063, 53015, 53029, 53039, 53055)"
7807,"(53063, 53015, 53029, 53039, 53001)"
7808,"(53063, 53015, 53029, 53039, 53051)"
7809,"(53063, 53015, 53029, 53039, 53059)"
7810,"(53063, 53015, 53029, 53039, 53043)"
7811,"(53063, 53015, 53029, 53039, 53019)"
7812,"(53063, 53015, 53029, 53039, 53069)"
7813,"(53063, 53015, 53029, 53039, 53013)"
7814,"(53063, 53015, 53029, 53039, 53023)"
7815,"(53063, 53015, 53029, 53003, 53055)"
7816,"(53063, 53015, 53029, 53003, 53001)"
7817,"(53063, 53015, 53029, 53003, 53051)"
7818,"(53063, 53015, 53029, 53003, 53059)"
7819,"(53063, 53015, 53029, 53003, 53043)"
7820,"(53063, 53015, 53029, 53003, 53019)"
7821,"(53063, 53015, 53029, 53003, 53069)"
7822,"(53063, 53015, 53029, 53003, 53013)"
7823,"(53063, 53015, 53029, 53003, 53023)"
7824,"(53063, 53015, 53029, 53055, 53001)"
7825,"(53063, 53015, 53029, 53055, 53051)"
7826,"(53063, 53015, 53029, 53055, 53059)"
7827,"(53063, 53015, 53029, 53055, 53043)"
7828,"(53063, 53015, 53029, 53055, 53019)"
7829,"(53063, 53015, 53029, 53055, 53069)"
7830,"(53063, 53015, 53029, 53055, 53013)"
7831,"(53063, 53015, 53029, 53055, 53023)"
7832,"(53063, 53015, 53029, 53001, 53051)"
7833,"(53063, 53015, 53029, 53001, 53059)"
7834,"(53063, 53015, 53029, 53001, 53043)"
7835,"(53063, 53015, 53029, 53001, 53019)"
7836,"(53063, 53015, 53029, 53001, 53069)"
7837,"(53063, 53015, 53029, 53001, 53013)"
7838,"(53063, 53015, 53029, 53001, 53023)"
7839,"(53063, 53015, 53029, 53051, 53059)"
7840,"(53063, 53015, 53029, 53051, 53043)"
7841,"(53063, 53015, 53029, 53051, 53019)"
7842,"(53063, 53015, 53029, 53051, 53069)"
7843,"(53063, 53015, 53029, 53051, 53013)"
7844,"(53063, 53015, 53029, 53051, 53023)"
7845,"(53063, 53015, 53029, 53059, 53043)"
7846,"(53063, 53015, 53029, 53059, 53019)"
7847,"(53063, 53015, 53029, 53059, 53069)"
7848,"(53063, 53015, 53029, 53059, 53013)"
7849,"(53063, 53015, 53029, 53059, 53023)"
7850,"(53063, 53015, 53029, 53043, 53019)"
7851,"(53063, 53015, 53029, 53043, 53069)"
7852,"(53063, 53015, 53029, 53043, 53013)"
7853,"(53063, 53015, 53029, 53043, 53023)"
7854,"(53063, 53015, 53029, 53019, 53069)"
7855,"(53063, 53015, 53029, 53019, 53013)"
7856,"(53063, 53015, 53029, 53019, 53023)"
7857,"(53063, 53015, 53029, 53069, 53013)"
7858,"(53063, 53015, 53029, 53069, 53023)"
7859,"(53063, 53015, 53029, 53013, 53023)"
7860,"(53063, 53015, 53025, 53071, 53023)"
7861,"(53063, 53015, 53025, 53075, 53051)"
7862,"(53063, 53015, 53025, 53075, 53059)"
7863,"(53063, 53015, 53025, 53075, 53043)"
7864,"(53063, 53015, 53025, 53075, 53019)"
7865,"(53063, 53015, 53025, 53075, 53069)"
7866,"(53063, 53015, 53025, 53075, 53013)"
7867,"(53063, 53015, 53025, 53075, 53023)"
7868,"(53063, 53015, 53025, 53065, 53001)"
7869,"(53063, 53015, 53025, 53065, 53051)"
7870,"(53063, 53015, 53025, 53065, 53059)"
7871,"(53063, 53015, 53025, 53065, 53043)"
7872,"(53063, 53015, 53025, 53065, 53019)"
7873,"(53063, 53015, 53025, 53065, 53069)"
7874,"(53063, 53015, 53025, 53065, 53013)"
7875,"(53063, 53015, 53025, 53065, 53023)"
7876,"(53063, 53015, 53025, 53037, 53055)"
7877,"(53063, 53015, 53025, 53037, 53001)"
7878,"(53063, 53015, 53025, 53037, 53051)"
7879,"(53063, 53015, 53025, 53037, 53059)"
7880,"(53063, 53015, 53025, 53037, 53043)"
7881,"(53063, 53015, 53025, 53037, 53019)"
7882,"(53063, 53015, 53025, 53037, 53069)"
7883,"(53063, 53015, 53025, 53037, 53013)"
7884,"(53063, 53015, 53025, 53037, 53023)"
7885,"(53063, 53015, 53025, 53047, 53039)"
7886,"(53063, 53015, 53025, 53047, 53003)"
7887,"(53063, 53015, 53025, 53047, 53055)"
7888,"(53063, 53015, 53025, 53047, 53001)"
7889,"(53063, 53015, 53025, 53047, 53051)"
7890,"(53063, 53015, 53025, 53047, 53059)"
7891,"(53063, 53015, 53025, 53047, 53043)"
7892,"(53063, 53015, 53025, 53047, 53019)"
7893,"(53063, 53015, 53025, 53047, 53069)"
7894,"(53063, 53015, 53025, 53047, 53013)"
7895,"(53063, 53015, 53025, 53047, 53023)"
7896,"(53063, 53015, 53025, 53017, 53049)"
7897,"(53063, 53015, 53025, 53017, 53039)"
7898,"(53063, 53015, 53025, 53017, 53003)"
7899,"(53063, 53015, 53025, 53017, 53055)"
7900,"(53063, 53015, 53025, 53017, 53001)"
7901,"(53063, 53015, 53025, 53017, 53051)"
7902,"(53063, 53015, 53025, 53017, 53059)"
7903,"(53063, 53015, 53025, 53017, 53043)"
7904,"(53063, 53015, 53025, 53017, 53019)"
7905,"(53063, 53015, 53025, 53017, 53069)"
7906,"(53063, 53015, 53025, 53017, 53013)"
7907,"(53063, 53015, 53025, 53017, 53023)"
7908,"(53063, 53015, 53025, 53031, 53049)"
7909,"(53063, 53015, 53025, 53031, 53039)"
7910,"(53063, 53015, 53025, 53031, 53003)"
7911,"(53063, 53015, 53025, 53031, 53055)"
7912,"(53063, 53015, 53025, 53031, 53001)"
7913,"(53063, 53015, 53025, 53031, 53051)"
7914,"(53063, 53015, 53025, 53031, 53059)"
7915,"(53063, 53015, 53025, 53031, 53043)"
7916,"(53063, 53015, 53025, 53031, 53019)"
7917,"(53063, 53015, 53025, 53031, 53069)"
7918,"(53063, 53015, 53025, 53031, 53013)"
7919,"(53063, 53015, 53025, 53031, 53023)"
7920,"(53063, 53015, 53025, 53049, 53039)"
7921,"(53063, 53015, 53025, 53049, 53003)"
7922,"(53063, 53015, 53025, 53049, 53055)"
7923,"(53063, 53015, 53025, 53049, 53001)"
7924,"(53063, 53015, 53025, 53049, 53051)"
7925,"(53063, 53015, 53025, 53049, 53059)"
7926,"(53063, 53015, 53025, 53049, 53043)"
7927,"(53063, 53015, 53025, 53049, 53019)"
7928,"(53063, 53015, 53025, 53049, 53069)"
7929,"(53063, 53015, 53025, 53049, 53013)"
7930,"(53063, 53015, 53025, 53049, 53023)"
7931,"(53063, 53015, 53025, 53039, 53003)"
7932,"(53063, 53015, 53025, 53039, 53055)"
7933,"(53063, 53015, 53025, 53039, 53001)"
7934,"(53063, 53015, 53025, 53039, 53051)"
7935,"(53063, 53015, 53025, 53039, 53059)"
7936,"(53063, 53015, 53025, 53039, 53043)"
7937,"(53063, 53015, 53025, 53039, 53019)"
7938,"(53063, 53015, 53025, 53039, 53069)"
7939,"(53063, 53015, 53025, 53039, 53013)"
7940,"(53063, 53015, 53025, 53039, 53023)"
7941,"(53063, 53015, 53025, 53003, 53055)"
7942,"(53063, 53015, 53025, 53003, 53001)"
7943,"(53063, 53015, 53025, 53003, 53051)"
7944,"(53063, 53015, 53025, 53003, 53059)"
7945,"(53063, 53015, 53025, 53003, 53043)"
7946,"(53063, 53015, 53025, 53003, 53019)"
7947,"(53063, 53015, 53025, 53003, 53069)"
7948,"(53063, 53015, 53025, 53003, 53013)"
7949,"(53063, 53015, 53025, 53003, 53023)"
7950,"(53063, 53015, 53025, 53055, 53001)"
7951,"(53063, 53015, 53025, 53055, 53051)"
7952,"(53063, 53015, 53025, 53055, 53059)"
7953,"(53063, 53015, 53025, 53055, 53043)"
7954,"(53063, 53015, 53025, 53055, 53019)"
7955,"(53063, 53015, 53025, 53055, 53069)"
7956,"(53063, 53015, 53025, 53055, 53013)"
7957,"(53063, 53015, 53025, 53055, 53023)"
7958,"(53063, 53015, 53025, 53001, 53051)"
7959,"(53063, 53015, 53025, 53001, 53059)"
7960,"(53063, 53015, 53025, 53001, 53043)"
7961,"(53063, 53015, 53025, 53001, 53019)"
7962,"(53063, 53015, 53025, 53001, 53069)"
7963,"(53063, 53015, 53025, 53001, 53013)"
7964,"(53063, 53015, 53025, 53001, 53023)"
7965,"(53063, 53015, 53025, 53051, 53059)"
7966,"(53063, 53015, 53025, 53051, 53043)"
7967,"(53063, 53015, 53025, 53051, 53019)"
7968,"(53063, 53015, 53025, 53051, 53069)"
7969,"(53063, 53015, 53025, 53051, 53013)"
7970,"(53063, 53015, 53025, 53051, 53023)"
7971,"(53063, 53015, 53025, 53059, 53043)"
7972,"(53063, 53015, 53025, 53059, 53019)"
7973,"(53063, 53015, 53025, 53059, 53069)"
7974,"(53063, 53015, 53025, 53059, 53013)"
7975,"(53063, 53015, 53025, 53059, 53023)"
7976,"(53063, 53015, 53025, 53043, 53019)"
7977,"(53063, 53015, 53025, 53043, 53069)"
7978,"(53063, 53015, 53025, 53043, 53013)"
7979,"(53063, 53015, 53025, 53043, 53023)"
7980,"(53063, 53015, 53025, 53019, 53069)"
7981,"(53063, 53015, 53025, 53019, 53013)"
7982,"(53063, 53015, 53025, 53019, 53023)"
7983,"(53063, 53015, 53025, 53069, 53013)"
7984,"(53063, 53015, 53025, 53069, 53023)"
7985,"(53063, 53015, 53025, 53013, 53023)"
7986,"(53063, 53015, 53021, 53045, 53023)"
7987,"(53063, 53015, 53021, 53071, 53019)"
7988,"(53063, 53015, 53021, 53071, 53069)"
7989,"(53063, 53015, 53021, 53071, 53013)"
7990,"(53063, 53015, 53021, 53071, 53023)"
7991,"(53063, 53015, 53021, 53075, 53055)"
7992,"(53063, 53015, 53021, 53075, 53001)"
7993,"(53063, 53015, 53021, 53075, 53051)"
7994,"(53063, 53015, 53021, 53075, 53059)"
7995,"(53063, 53015, 53021, 53075, 53043)"
7996,"(53063, 53015, 53021, 53075, 53019)"
7997,"(53063, 53015, 53021, 53075, 53069)"
7998,"(53063, 53015, 53021, 53075, 53013)"
7999,"(53063, 53015, 53021, 53075, 53023)"
8000,"(53063, 53015, 53021, 53065, 53049)"
8001,"(53063, 53015, 53021, 53065, 53039)"
8002,"(53063, 53015, 53021, 53065, 53003)"
8003,"(53063, 53015, 53021, 53065, 53055)"
8004,"(53063, 53015, 53021, 53065, 53001)"
8005,"(53063, 53015, 53021, 53065, 53051)"
8006,"(53063, 53015, 53021, 53065, 53059)"
8007,"(53063, 53015, 53021, 53065, 53043)"
8008,"(53063, 53015, 53021, 53065, 53019)"
8009,"(53063, 53015, 53021, 53065, 53069)"
8010,"(53063, 53015, 53021, 53065, 53013)"
8011,"(53063, 53015, 53021, 53065, 53023)"
8012,"(53063, 53015, 53021, 53037, 53049)"
8013,"(53063, 53015, 53021, 53037, 53039)"
8014,"(53063, 53015, 53021, 53037, 53003)"
8015,"(53063, 53015, 53021, 53037, 53055)"
8016,"(53063, 53015, 53021, 53037, 53001)"
8017,"(53063, 53015, 53021, 53037, 53051)"
8018,"(53063, 53015, 53021, 53037, 53059)"
8019,"(53063, 53015, 53021, 53037, 53043)"
8020,"(53063, 53015, 53021, 53037, 53019)"
8021,"(53063, 53015, 53021, 53037, 53069)"
8022,"(53063, 53015, 53021, 53037, 53013)"
8023,"(53063, 53015, 53021, 53037, 53023)"
8024,"(53063, 53015, 53021, 53047, 53049)"
8025,"(53063, 53015, 53021, 53047, 53039)"
8026,"(53063, 53015, 53021, 53047, 53003)"
8027,"(53063, 53015, 53021, 53047, 53055)"
8028,"(53063, 53015, 53021, 53047, 53001)"
8029,"(53063, 53015, 53021, 53047, 53051)"
8030,"(53063, 53015, 53021, 53047, 53059)"
8031,"(53063, 53015, 53021, 53047, 53043)"
8032,"(53063, 53015, 53021, 53047, 53019)"
8033,"(53063, 53015, 53021, 53047, 53069)"
8034,"(53063, 53015, 53021, 53047, 53013)"
8035,"(53063, 53015, 53021, 53047, 53023)"
8036,"(53063, 53015, 53021, 53017, 53049)"
8037,"(53063, 53015, 53021, 53017, 53039)"
8038,"(53063, 53015, 53021, 53017, 53003)"
8039,"(53063, 53015, 53021, 53017, 53055)"
8040,"(53063, 53015, 53021, 53017, 53001)"
8041,"(53063, 53015, 53021, 53017, 53051)"
8042,"(53063, 53015, 53021, 53017, 53059)"
8043,"(53063, 53015, 53021, 53017, 53043)"
8044,"(53063, 53015, 53021, 53017, 53019)"
8045,"(53063, 53015, 53021, 53017, 53069)"
8046,"(53063, 53015, 53021, 53017, 53013)"
8047,"(53063, 53015, 53021, 53017, 53023)"
8048,"(53063, 53015, 53021, 53031, 53049)"
8049,"(53063, 53015, 53021, 53031, 53039)"
8050,"(53063, 53015, 53021, 53031, 53003)"
8051,"(53063, 53015, 53021, 53031, 53055)"
8052,"(53063, 53015, 53021, 53031, 53001)"
8053,"(53063, 53015, 53021, 53031, 53051)"
8054,"(53063, 53015, 53021, 53031, 53059)"
8055,"(53063, 53015, 53021, 53031, 53043)"
8056,"(53063, 53015, 53021, 53031, 53019)"
8057,"(53063, 53015, 53021, 53031, 53069)"
8058,"(53063, 53015, 53021, 53031, 53013)"
8059,"(53063, 53015, 53021, 53031, 53023)"
8060,"(53063, 53015, 53021, 53049, 53039)"
8061,"(53063, 53015, 53021, 53049, 53003)"
8062,"(53063, 53015, 53021, 53049, 53055)"
8063,"(53063, 53015, 53021, 53049, 53001)"
8064,"(53063, 53015, 53021, 53049, 53051)"
8065,"(53063, 53015, 53021, 53049, 53059)"
8066,"(53063, 53015, 53021, 53049, 53043)"
8067,"(53063, 53015, 53021, 53049, 53019)"
8068,"(53063, 53015, 53021, 53049, 53069)"
8069,"(53063, 53015, 53021, 53049, 53013)"
8070,"(53063, 53015, 53021, 53049, 53023)"
8071,"(53063, 53015, 53021, 53039, 53003)"
8072,"(53063, 53015, 53021, 53039, 53055)"
8073,"(53063, 53015, 53021, 53039, 53001)"
8074,"(53063, 53015, 53021, 53039, 53051)"
8075,"(53063, 53015, 53021, 53039, 53059)"
8076,"(53063, 53015, 53021, 53039, 53043)"
8077,"(53063, 53015, 53021, 53039, 53019)"
8078,"(53063, 53015, 53021, 53039, 53069)"
8079,"(53063, 53015, 53021, 53039, 53013)"
8080,"(53063, 53015, 53021, 53039, 53023)"
8081,"(53063, 53015, 53021, 53003, 53055)"
8082,"(53063, 53015, 53021, 53003, 53001)"
8083,"(53063, 53015, 53021, 53003, 53051)"
8084,"(53063, 53015, 53021, 53003, 53059)"
8085,"(53063, 53015, 53021, 53003, 53043)"
8086,"(53063, 53015, 53021, 53003, 53019)"
8087,"(53063, 53015, 53021, 53003, 53069)"
8088,"(53063, 53015, 53021, 53003, 53013)"
8089,"(53063, 53015, 53021, 53003, 53023)"
8090,"(53063, 53015, 53021, 53055, 53001)"
8091,"(53063, 53015, 53021, 53055, 53051)"
8092,"(53063, 53015, 53021, 53055, 53059)"
8093,"(53063, 53015, 53021, 53055, 53043)"
8094,"(53063, 53015, 53021, 53055, 53019)"
8095,"(53063, 53015, 53021, 53055, 53069)"
8096,"(53063, 53015, 53021, 53055, 53013)"
8097,"(53063, 53015, 53021, 53055, 53023)"
8098,"(53063, 53015, 53021, 53001, 53051)"
8099,"(53063, 53015, 53021, 53001, 53059)"
8100,"(53063, 53015, 53021, 53001, 53043)"
8101,"(53063, 53015, 53021, 53001, 53019)"
8102,"(53063, 53015, 53021, 53001, 53069)"
8103,"(53063, 53015, 53021, 53001, 53013)"
8104,"(53063, 53015, 53021, 53001, 53023)"
8105,"(53063, 53015, 53021, 53051, 53059)"
8106,"(53063, 53015, 53021, 53051, 53043)"
8107,"(53063, 53015, 53021, 53051, 53019)"
8108,"(53063, 53015, 53021, 53051, 53069)"
8109,"(53063, 53015, 53021, 53051, 53013)"
8110,"(53063, 53015, 53021, 53051, 53023)"
8111,"(53063, 53015, 53021, 53059, 53043)"
8112,"(53063, 53015, 53021, 53059, 53019)"
8113,"(53063, 53015, 53021, 53059, 53069)"
8114,"(53063, 53015, 53021, 53059, 53013)"
8115,"(53063, 53015, 53021, 53059, 53023)"
8116,"(53063, 53015, 53021, 53043, 53019)"
8117,"(53063, 53015, 53021, 53043, 53069)"
8118,"(53063, 53015, 53021, 53043, 53013)"
8119,"(53063, 53015, 53021, 53043, 53023)"
8120,"(53063, 53015, 53021, 53019, 53069)"
8121,"(53063, 53015, 53021, 53019, 53013)"
8122,"(53063, 53015, 53021, 53019, 53023)"
8123,"(53063, 53015, 53021, 53069, 53013)"
8124,"(53063, 53015, 53021, 53069, 53023)"
8125,"(53063, 53015, 53021, 53013, 53023)"
8126,"(53063, 53015, 53009, 53045, 53069)"
8127,"(53063, 53015, 53009, 53045, 53013)"
8128,"(53063, 53015, 53009, 53045, 53023)"
8129,"(53063, 53015, 53009, 53071, 53019)"
8130,"(53063, 53015, 53009, 53071, 53069)"
8131,"(53063, 53015, 53009, 53071, 53013)"
8132,"(53063, 53015, 53009, 53071, 53023)"
8133,"(53063, 53015, 53009, 53075, 53055)"
8134,"(53063, 53015, 53009, 53075, 53001)"
8135,"(53063, 53015, 53009, 53075, 53051)"
8136,"(53063, 53015, 53009, 53075, 53059)"
8137,"(53063, 53015, 53009, 53075, 53043)"
8138,"(53063, 53015, 53009, 53075, 53019)"
8139,"(53063, 53015, 53009, 53075, 53069)"
8140,"(53063, 53015, 53009, 53075, 53013)"
8141,"(53063, 53015, 53009, 53075, 53023)"
8142,"(53063, 53015, 53009, 53065, 53049)"
8143,"(53063, 53015, 53009, 53065, 53039)"
8144,"(53063, 53015, 53009, 53065, 53003)"
8145,"(53063, 53015, 53009, 53065, 53055)"
8146,"(53063, 53015, 53009, 53065, 53001)"
8147,"(53063, 53015, 53009, 53065, 53051)"
8148,"(53063, 53015, 53009, 53065, 53059)"
8149,"(53063, 53015, 53009, 53065, 53043)"
8150,"(53063, 53015, 53009, 53065, 53019)"
8151,"(53063, 53015, 53009, 53065, 53069)"
8152,"(53063, 53015, 53009, 53065, 53013)"
8153,"(53063, 53015, 53009, 53065, 53023)"
8154,"(53063, 53015, 53009, 53037, 53049)"
8155,"(53063, 53015, 53009, 53037, 53039)"
8156,"(53063, 53015, 53009, 53037, 53003)"
8157,"(53063, 53015, 53009, 53037, 53055)"
8158,"(53063, 53015, 53009, 53037, 53001)"
8159,"(53063, 53015, 53009, 53037, 53051)"
8160,"(53063, 53015, 53009, 53037, 53059)"
8161,"(53063, 53015, 53009, 53037, 53043)"
8162,"(53063, 53015, 53009, 53037, 53019)"
8163,"(53063, 53015, 53009, 53037, 53069)"
8164,"(53063, 53015, 53009, 53037, 53013)"
8165,"(53063, 53015, 53009, 53037, 53023)"
8166,"(53063, 53015, 53009, 53047, 53049)"
8167,"(53063, 53015, 53009, 53047, 53039)"
8168,"(53063, 53015, 53009, 53047, 53003)"
8169,"(53063, 53015, 53009, 53047, 53055)"
8170,"(53063, 53015, 53009, 53047, 53001)"
8171,"(53063, 53015, 53009, 53047, 53051)"
8172,"(53063, 53015, 53009, 53047, 53059)"
8173,"(53063, 53015, 53009, 53047, 53043)"
8174,"(53063, 53015, 53009, 53047, 53019)"
8175,"(53063, 53015, 53009, 53047, 53069)"
8176,"(53063, 53015, 53009, 53047, 53013)"
8177,"(53063, 53015, 53009, 53047, 53023)"
8178,"(53063, 53015, 53009, 53017, 53049)"
8179,"(53063, 53015, 53009, 53017, 53039)"
8180,"(53063, 53015, 53009, 53017, 53003)"
8181,"(53063, 53015, 53009, 53017, 53055)"
8182,"(53063, 53015, 53009, 53017, 53001)"
8183,"(53063, 53015, 53009, 53017, 53051)"
8184,"(53063, 53015, 53009, 53017, 53059)"
8185,"(53063, 53015, 53009, 53017, 53043)"
8186,"(53063, 53015, 53009, 53017, 53019)"
8187,"(53063, 53015, 53009, 53017, 53069)"
8188,"(53063, 53015, 53009, 53017, 53013)"
8189,"(53063, 53015, 53009, 53017, 53023)"
8190,"(53063, 53015, 53009, 53031, 53049)"
8191,"(53063, 53015, 53009, 53031, 53039)"
8192,"(53063, 53015, 53009, 53031, 53003)"
8193,"(53063, 53015, 53009, 53031, 53055)"
8194,"(53063, 53015, 53009, 53031, 53001)"
8195,"(53063, 53015, 53009, 53031, 53051)"
8196,"(53063, 53015, 53009, 53031, 53059)"
8197,"(53063, 53015, 53009, 53031, 53043)"
8198,"(53063, 53015, 53009, 53031, 53019)"
8199,"(53063, 53015, 53009, 53031, 53069)"
8200,"(53063, 53015, 53009, 53031, 53013)"
8201,"(53063, 53015, 53009, 53031, 53023)"
8202,"(53063, 53015, 53009, 53049, 53039)"
8203,"(53063, 53015, 53009, 53049, 53003)"
8204,"(53063, 53015, 53009, 53049, 53055)"
8205,"(53063, 53015, 53009, 53049, 53001)"
8206,"(53063, 53015, 53009, 53049, 53051)"
8207,"(53063, 53015, 53009, 53049, 53059)"
8208,"(53063, 53015, 53009, 53049, 53043)"
8209,"(53063, 53015, 53009, 53049, 53019)"
8210,"(53063, 53015, 53009, 53049, 53069)"
8211,"(53063, 53015, 53009, 53049, 53013)"
8212,"(53063, 53015, 53009, 53049, 53023)"
8213,"(53063, 53015, 53009, 53039, 53003)"
8214,"(53063, 53015, 53009, 53039, 53055)"
8215,"(53063, 53015, 53009, 53039, 53001)"
8216,"(53063, 53015, 53009, 53039, 53051)"
8217,"(53063, 53015, 53009, 53039, 53059)"
8218,"(53063, 53015, 53009, 53039, 53043)"
8219,"(53063, 53015, 53009, 53039, 53019)"
8220,"(53063, 53015, 53009, 53039, 53069)"
8221,"(53063, 53015, 53009, 53039, 53013)"
8222,"(53063, 53015, 53009, 53039, 53023)"
8223,"(53063, 53015, 53009, 53003, 53055)"
8224,"(53063, 53015, 53009, 53003, 53001)"
8225,"(53063, 53015, 53009, 53003, 53051)"
8226,"(53063, 53015, 53009, 53003, 53059)"
8227,"(53063, 53015, 53009, 53003, 53043)"
8228,"(53063, 53015, 53009, 53003, 53019)"
8229,"(53063, 53015, 53009, 53003, 53069)"
8230,"(53063, 53015, 53009, 53003, 53013)"
8231,"(53063, 53015, 53009, 53003, 53023)"
8232,"(53063, 53015, 53009, 53055, 53001)"
8233,"(53063, 53015, 53009, 53055, 53051)"
8234,"(53063, 53015, 53009, 53055, 53059)"
8235,"(53063, 53015, 53009, 53055, 53043)"
8236,"(53063, 53015, 53009, 53055, 53019)"
8237,"(53063, 53015, 53009, 53055, 53069)"
8238,"(53063, 53015, 53009, 53055, 53013)"
8239,"(53063, 53015, 53009, 53055, 53023)"
8240,"(53063, 53015, 53009, 53001, 53051)"
8241,"(53063, 53015, 53009, 53001, 53059)"
8242,"(53063, 53015, 53009, 53001, 53043)"
8243,"(53063, 53015, 53009, 53001, 53019)"
8244,"(53063, 53015, 53009, 53001, 53069)"
8245,"(53063, 53015, 53009, 53001, 53013)"
8246,"(53063, 53015, 53009, 53001, 53023)"
8247,"(53063, 53015, 53009, 53051, 53059)"
8248,"(53063, 53015, 53009, 53051, 53043)"
8249,"(53063, 53015, 53009, 53051, 53019)"
8250,"(53063, 53015, 53009, 53051, 53069)"
8251,"(53063, 53015, 53009, 53051, 53013)"
8252,"(53063, 53015, 53009, 53051, 53023)"
8253,"(53063, 53015, 53009, 53059, 53043)"
8254,"(53063, 53015, 53009, 53059, 53019)"
8255,"(53063, 53015, 53009, 53059, 53069)"
8256,"(53063, 53015, 53009, 53059, 53013)"
8257,"(53063, 53015, 53009, 53059, 53023)"
8258,"(53063, 53015, 53009, 53043, 53019)"
8259,"(53063, 53015, 53009, 53043, 53069)"
8260,"(53063, 53015, 53009, 53043, 53013)"
8261,"(53063, 53015, 53009, 53043, 53023)"
8262,"(53063, 53015, 53009, 53019, 53069)"
8263,"(53063, 53015, 53009, 53019, 53013)"
8264,"(53063, 53015, 53009, 53019, 53023)"
8265,"(53063, 53015, 53009, 53069, 53013)"
8266,"(53063, 53015, 53009, 53069, 53023)"
8267,"(53063, 53015, 53009, 53013, 53023)"
8268,"(53063, 53015, 53041, 53045, 53069)"
8269,"(53063, 53015, 53041, 53045, 53013)"
8270,"(53063, 53015, 53041, 53045, 53023)"
8271,"(53063, 53015, 53041, 53071, 53043)"
8272,"(53063, 53015, 53041, 53071, 53019)"
8273,"(53063, 53015, 53041, 53071, 53069)"
8274,"(53063, 53015, 53041, 53071, 53013)"
8275,"(53063, 53015, 53041, 53071, 53023)"
8276,"(53063, 53015, 53041, 53075, 53003)"
8277,"(53063, 53015, 53041, 53075, 53055)"
8278,"(53063, 53015, 53041, 53075, 53001)"
8279,"(53063, 53015, 53041, 53075, 53051)"
8280,"(53063, 53015, 53041, 53075, 53059)"
8281,"(53063, 53015, 53041, 53075, 53043)"
8282,"(53063, 53015, 53041, 53075, 53019)"
8283,"(53063, 53015, 53041, 53075, 53069)"
8284,"(53063, 53015, 53041, 53075, 53013)"
8285,"(53063, 53015, 53041, 53075, 53023)"
8286,"(53063, 53015, 53041, 53065, 53049)"
8287,"(53063, 53015, 53041, 53065, 53039)"
8288,"(53063, 53015, 53041, 53065, 53003)"
8289,"(53063, 53015, 53041, 53065, 53055)"
8290,"(53063, 53015, 53041, 53065, 53001)"
8291,"(53063, 53015, 53041, 53065, 53051)"
8292,"(53063, 53015, 53041, 53065, 53059)"
8293,"(53063, 53015, 53041, 53065, 53043)"
8294,"(53063, 53015, 53041, 53065, 53019)"
8295,"(53063, 53015, 53041, 53065, 53069)"
8296,"(53063, 53015, 53041, 53065, 53013)"
8297,"(53063, 53015, 53041, 53065, 53023)"
